,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode,na
519,19,1,Abra,Fruit,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",4SExof7SNMmYgTmgE8TBrE,Rose,5.683333333333334,120.008,0.528,0.724,0.607,7,4,0.00584,0.0415,0,False
520,20,1,Jlin,Unknown Tongues,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",4ySR9bcE5IC9FSz0NWEdNQ,Dark Energy,3.4466666666666668,120.746,0.592,0.934,0.33,9,3,6.6e-05,0.787,0,False
521,21,1,Zora Jones,First Light,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",269ri9YjEqmfRJH2EG5WgR,100 Ladies,3.5068333333333332,146.027,0.495,0.615,0.122,11,4,0.328,0.218,1,False
522,22,1,Clap! Clap!,(S) Serendipity,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",6RUomjVeS18YfJXL3rXl0s,Simple,3.19945,142.007,0.725,0.872,0.514,1,4,0.00127,0.0532,1,False
523,23,1,Mo Kolours,Tears & Sand,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",5QO79kh1waicV47BqGRL3g,After Hours,3.5937666666666668,118.051,0.826,0.68,0.644,0,4,0.0212,1.24e-05,1,False
524,24,1,Throwing Snow,Glower,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",3mZ4iWN9rTFuZDrjE1m6c0,Glower / Clasp,6.409833333333333,120.001,0.815,0.572,0.0416,3,4,0.308,0.669,0,False
525,25,1,Axel Boman,1979,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",4kJC8AvU9Rg7X0MUH9UDSr,1979,10.959366666666666,120.0,0.755,0.454,0.243,2,4,0.00728,0.921,1,False
526,26,1,Tee Mango,Tribute,"2015-12-18 - Bonobo - Outlier Radio 001, NTS Radio",,,,,,,,,,,,,True
551,1,1,Sh*t Robot,End Of The Trail (Roman Flügel Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
552,2,1,Midland,Blush,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",7236Bk1cfDYHJSGSGLhpLX,Blush,6.416516666666666,120.017,0.804,0.658,0.345,1,4,0.00502,0.813,1,False
553,3,1,Fort Romeau,Secrets & Lies,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",1NhPKVLsHhFUHIOZ32QnS2,Waking Up,3.744883333333333,148.021,0.764,0.516,0.376,2,4,0.0717,0,1,False
554,4,1,El_Txef_A Feat. Napoka Iria,Mugarrirantz (Dave DK Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",1aoqrHsUDheIlUYxfQ4FqU,We Walked Home Together Remix Pack III,6.237283333333333,117.998,0.865,0.573,0.0382,7,4,0.000279,0.823,1,False
555,5,1,Landslide,Still There (Max Cooper Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",3Kk09UY1BMfazXZ2LW0NdM,"Landside, Pt. 1",4.991583333333334,119.001,0.589,0.676,0.615,6,4,0.0956,0.858,1,False
556,6,1,Jilk,Be Heart,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",7ItdY0GPZLgqi3H8TJi0Er,In Need of Tess,3.73125,126.952,0.74,0.776,0.113,0,4,0.0155,0.494,1,False
557,7,1,David August,JBY,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
558,8,1,Leon Vynehall,Paradisea,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",18qcnbgCUruMRbSu3rH2R3,Rojus (Designed to Dance),6.63895,119.977,0.905,0.724,0.806,5,4,0.00324,0.809,0,False
559,9,1,Jody Barr,Turbo Jangle,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",3fa5ta5fYSXXrMWMLVEeKa,Turbo Jangle,6.561466666666667,122.007,0.46,0.909,0.459,4,4,0.00104,0.864,1,False
560,10,1,DJ Koze,Blume Der Nacht (George FitzGerald Edit),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
561,11,1,Cubicolor Feat. Tim Digby,Bell,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
562,12,1,Frank Wiedemann,Moorthon II,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",5DMwA0QNdTiQIfwnCck8uW,Moorthon EP,8.932216666666667,123.509,0.931,0.742,0.158,4,4,0.00436,0.898,0,False
563,13,1,Stones & Holes,Light A Spark (Manoo Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",3Qb927gpQc9pb3ggH5ggn0,Light A Spark,8.03225,124.007,0.54,0.86,0.492,8,4,1.51e-05,0.393,1,False
564,14,1,George FitzGerald,Full Circle (Bonobo Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",2cBRw6YbdqRuI9xeaAQsfG,Full Circle (Bonobo Remix),5.724683333333333,113.993,0.854,0.594,0.156,9,4,0.467,0.821,0,False
565,15,1,Ghost Culture,Safe,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",7kILtYbSpqFO7vkNSIa18e,Safe / Multiply,6.928366666666666,125.009,0.868,0.693,0.146,6,4,0.108,0.864,1,False
566,16,1,Buz Ludzha,Positive Vibes,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",1JfBMGmvTkNIEFysGmTgjv,Basslines for Life,5.7367333333333335,124.995,0.736,0.681,0.708,10,4,0.245,0.877,0,False
567,17,1,Danny Daze,Swim,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",1ZlKMHKhAzsACpmqnjet59,Speicher 91,8.65005,126.011,0.667,0.791,0.219,8,4,0.0456,0.799,1,False
568,18,1,Akwabe,Mumude,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
569,19,1,Kamera,Consignia (Eyes Of Mine Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
570,20,1,Kerrier District,Techno Disco (KiNK Remix),"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",6EbaZGWbZehT3TcBRbCthP,4 (Remixes),8.2279,125.007,0.83,0.614,0.129,11,4,0.0115,0.86,0,False
571,21,1,Tony Lionni,Always There,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",3Fn60C1YqzswJBCGgnbYwt,Precious,7.454433333333333,124.965,0.792,0.743,0.58,1,4,0.000762,1.44e-06,1,False
572,22,1,The Native Language,Puerto Toro,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",,,,,,,,,,,,,True
573,23,1,Lindstrøm,Closing Shot,"2016-04-07 - George FitzGerald b2b Bonobo - Residency, BBC Radio 1",1ROqr2iZR9SSGv0PvlPssV,Closing Shot,8.394133333333333,123.002,0.918,0.777,0.877,5,4,0.00217,0.885,0,False
615,1,1,Bing & Ruth,Starwood Choker,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",6aw2BGPAzY5kcM3WzELaN3,No Home of the Mind,6.2826,73.826,0.211,0.068,0.0354,11,4,0.902,0.936,1,False
616,2,1,Bruce Trail,Over Falls,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",0KUhHZBmb6vtcVLDBZ6aCB,Ravine Dream EP,5.32295,115.002,0.733,0.687,0.377,2,4,0.0729,0.912,1,False
617,3,1,Kid Fonque,Bossa Over ?,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",0X9D5bO8X2eH3prtoRh9RI,I Move To A Different Beat,5.030433333333334,114.997,0.835,0.797,0.14,9,4,0.00578,0.899,1,False
618,4,1,DJ Click La Dame En Rouge (Dub Mix),Bossa Over ?,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",0X9D5bO8X2eH3prtoRh9RI,I Move To A Different Beat,5.030433333333334,114.997,0.835,0.797,0.14,9,4,0.00578,0.899,1,False
619,5,1,Dan Kye,Change,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",6Fn4X06WABvxCP4YLTMZBr,A Sufi And A Killer,2.0833333333333335,116.356,0.331,0.509,0.532,11,4,0.525,0.0136,1,False
620,5,1,Dan Kye,Change,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",7HPoNHUAZaXkMFoKUL8Dah,"Joy, Ease, Lightness",4.593666666666667,120.006,0.936,0.918,0.923,9,4,0.0283,0.136,0,False
621,6,1,Willow,Untitled A2,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",3WuGpQEb1PfcU9qfQnaext,Workshop 23,4.5293,121.0,0.65,0.706,0.488,1,4,0.071,0.829,1,False
622,7,1,Weedy of 40 Winks,For Us,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",679wYTdyNGOtAT6t8AUSgw,Retrospect Suite,2.913466666666667,98.322,0.411,0.711,0.557,7,4,0.831,0.382,0,False
623,8,1,Linkwood,What's Up With the Underground,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",0wbRUNwTOcvdOUbQm0ZB8G,Firecracker EP2,4.7651,124.015,0.729,0.837,0.788,7,4,0.00065,0.799,1,False
624,9,1,Teo Moss feat. Rush,Show Me The Way,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
625,10,1,John Talabot,Voices,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",2mPTVEtlaAQ1SC3UuEU6lv,Voices,6.87295,122.013,0.716,0.769,0.707,2,4,0.000486,0.85,1,False
626,11,1,Disciples of Sound,Dirty (Original Mix),"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
627,12,1,Dark Sky,Kilter,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",2ZAQ5A65YqpQ7vLiRXebSE,Kilter / Acacia,6.625616666666667,123.005,0.731,0.724,0.119,0,4,0.0633,0.787,1,False
628,13,1,Black Coffee feat. Nakhane Toure,We Dance Again,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
629,14,1,Obongjayar,Creeping,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",5TqC4dWel2k3lz4B9dDx69,Creeping,2.88905,77.6,0.415,0.488,0.305,11,4,0.197,0,0,False
630,15,1,Yellow Days,Gap In The Clouds,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",7l5j3FapCyr6HxUgoAynM2,Harmless Melodies,4.6679,139.939,0.535,0.576,0.196,9,4,0.588,0.0106,1,False
631,16,1,Willie West,I'm Still a Man (Lord Have Mercy),"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
632,17,1,Tenderlonious,Song For My Father,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",58EdNDi8DSTH2VkbGsqg93,On Flute,6.056283333333333,113.197,0.473,0.894,0.897,0,4,0.291,0.00927,0,False
633,18,1,Ross From Friends,Talk to Me You'll Understand,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",4Z4i631BesV0P6LTvfLAdL,You'll Understand,6.95165,126.008,0.619,0.741,0.146,1,4,0.661,0.674,0,False
634,19,1,Youandewan,Our Odyssey,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",6aIUAZaJgtGpQpdbMazFwO,There Is No Right Time,7.834933333333334,123.988,0.524,0.706,0.0793,2,4,0.0801,0.79,1,False
635,20,1,Smerz,Sure,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",4B3wSbmnVRqpmCh3AsIZAh,Okey,4.626966666666666,134.129,0.234,0.396,0.0394,4,4,0.872,0.000883,0,False
636,21,1,Bonobo,Unreleased Track,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
637,22,1,Soccer96 feat. Swann Hunter,Flight Formation,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
638,23,1,Harmonious Thelonious,Drums and Claps,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",64mkejZgq8hWAOEjU9m7MK,International Dance Record,5.141933333333333,122.969,0.959,0.807,0.707,6,4,0.0522,0.861,1,False
639,24,1,DJ Q,Feelin' Moody,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",7K1nVHffWOQkVK94v1Fn06,Feelin' Moody,9.969683333333334,123.356,0.971,0.728,0.477,2,4,3e-05,0.0676,1,False
640,25,1,Yamato,The Black Cat,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",4YGJ3id9Vt9WmtySe2bAbz,Tech House Bundle,6.774183333333333,123.989,0.421,0.811,0.332,7,4,0.000263,0.863,1,False
641,26,1,Matteus Tavares,My Money's Gone,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",,,,,,,,,,,,,True
642,27,1,Jullian Gomes,Somewhere,"2016-12-16 - Bonobo - Outlier Radio 004, NTS Radio",3NQpVcIHoWZUBWtP6uE9ey,Late Dreamer,6.829266666666666,122.998,0.57,0.749,0.471,8,4,0.000788,0.772,1,False
643,1,1,Bonobo,Bambro Koyo Ganda,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",5EGJ7e7frJjYja6H4afzoT,Migration,5.040466666666667,115.518,0.571,0.723,0.185,1,4,0.21,0.334,1,False
644,2,1,Bonobo,Outlier,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",6BbFwwHnzY74a8GOsDg8Sn,Migration,7.924666666666667,117.006,0.59,0.693,0.237,4,4,0.23,0.834,0,False
645,3,1,Nadastrom vs Heartbreak,Church,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
646,4,1,Bonobo,7th Sevens,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",3AW6V6zWH45jI7eNPnSDfT,Migration,5.122116666666667,117.999,0.653,0.656,0.199,6,4,0.0281,0.858,0,False
647,5,1,Concept Neuf,The Path,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",5sDWiCiQQMPsb8zos3aMRF,Concept Neuf,4.348,118.984,0.649,0.802,0.822,4,4,0.05,0.769,0,False
648,6,1,Bonobo,Cirrus,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2lJ4d8MCT6ZlDRHKJ1br14,The North Borders,5.8707666666666665,119.042,0.844,0.64,0.364,2,4,0.395,0.933,0,False
649,7,1,DJ Click,Lila Club (Radio Edit),"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2xYJrArH71uKoe0WsTMuG2,Lila Club,3.3493333333333335,120.007,0.753,0.844,0.495,9,4,0.0601,0.799,1,False
650,8,1,O'Flynn,Tyrion,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
651,9,1,Bonobo,We Could Forever,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2y1cW84gbL4ghBD2HwcQ3x,Black Sands,4.33065,116.955,0.885,0.669,0.636,7,4,0.0181,0.88,0,False
652,10,1,SOCCER96,Flight Formation (Danny Krivit Edit),"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",61EkhAjWu8HqpWFwHXcP2s,Jupiter Masterdrive Edits,7.117133333333333,120.665,0.766,0.624,0.607,9,4,0.0228,0.845,1,False
653,11,1,Tee Mango,Leave You,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",6tt22mkttSR6vw7J4cYGVl,IMPERFECTIONS VOL.1,5.8816,120.023,0.559,0.885,0.73,5,4,0.00518,0.261,0,False
654,12,1,Bonobo,Boston Common,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2hWA1AUyyziv5sKNqYC5hh,fabric Presents Bonobo,4.228,121.097,0.783,0.841,0.746,3,4,0.03,0.534,0,False
655,13,1,Denis Sulta,Nein Fortiate,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2hqimz1lrGM7MaC9KqOgg6,Nein Fortiate EP,6.352,121.004,0.609,0.758,0.442,0,4,0.000421,0.91,0,False
656,14,1,John Talabot,Voices,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2mPTVEtlaAQ1SC3UuEU6lv,Voices,6.87295,122.013,0.716,0.769,0.707,2,4,0.000486,0.85,1,False
657,15,1,Appleblim,Avebury,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",0fMEXHc2E9vxSOdyeq8xB4,Avebury,7.918166666666667,119.994,0.917,0.698,0.522,5,4,0.0636,0.891,1,False
658,16,1,Butch,Dope,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",5wElWRFQIzeE1YBe1gTIxp,Dope,8.4871,123.019,0.829,0.735,0.749,6,4,0.459,0.928,1,False
659,17,1,Scottie B,Niggaz Fightin,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",1orDRe3Vddfs7KIumAVevu,Unruly (Remixes),3.88535,126.586,0.996,0.813,0.647,10,4,0.0434,0.574,0,False
660,18,1,KiNK,Existence,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",23YgtDE6f4HZErTLZQjyPb,Rachel EP,5.682216666666666,125.005,0.808,0.754,0.585,7,4,0.000134,0.637,1,False
661,19,1,Dinky,Casa (Axel Boman Dub Mix),"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",5fXHswaQRTvzfwTC8CW5Ew,Casa,9.8143,124.003,0.905,0.757,0.553,11,4,0.0158,0.874,1,False
662,20,1,Fela Kuti,Shakara (Ossie's Bump Edit),"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
663,21,1,Ryan Anthony,Get Together,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
664,22,1,Moloko,Sing It Back (Maribou State Edit),"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
665,23,1,Dark Sky,IYP,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",1slrGJumV6a8QWtLfI3Aby,Mister Saturday Night - Brothers and Sisters,5.856216666666667,123.003,0.967,0.749,0.476,5,4,0.00762,0.841,0,False
666,24,1,Bonobo,Kerala,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",5DAjrJqXqYtgr67pVhmUeR,Migration,3.9591,124.75,0.739,0.529,0.138,7,4,0.0237,0.607,0,False
667,25,1,Dark Sky,Kilter,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",2ZAQ5A65YqpQ7vLiRXebSE,Kilter / Acacia,6.625616666666667,123.005,0.731,0.724,0.119,0,4,0.0633,0.787,1,False
668,26,1,Young Marco Feat. What I Had,The Best I Could Do,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",,,,,,,,,,,,,True
669,27,1,B.Traits,North Shore,"2017-02-10 - Bonobo @ Mixmag Live, Village Underground, London",0uE1IFztbcSHMYjIzkIpsT,In.toto001,7.012083333333333,123.972,0.883,0.344,0.0397,7,4,9.54e-06,0.905,1,False
684,1,1,Bonobo,Migration,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",61g7oQKm8DFEL7r2g9LS8x,Migration,5.456666666666667,122.072,0.565,0.561,0.0392,1,4,0.763,0.948,1,False
685,2,1,Bonobo,7th Sevens,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",3AW6V6zWH45jI7eNPnSDfT,Migration,5.122116666666667,117.999,0.653,0.656,0.199,6,4,0.0281,0.858,0,False
686,3,1,Bonobo Feat. Szjerdene,Break Apart,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",,,,,,,,,,,,,True
687,4,1,Bonobo Feat. Szjerdene,Towers,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",,,,,,,,,,,,,True
688,5,1,Bonobo,Kiara / TT / Kong,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",,,,,,,,,,,,,True
689,6,1,Bonobo Feat. Szjerdene,Surface,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",,,,,,,,,,,,,True
690,7,1,Bonobo,Bambro,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",5EGJ7e7frJjYja6H4afzoT,Migration,5.040466666666667,115.518,0.571,0.723,0.185,1,4,0.21,0.334,1,False
691,8,1,Bonobo,Cirrus,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",2lJ4d8MCT6ZlDRHKJ1br14,The North Borders,5.8707666666666665,119.042,0.844,0.64,0.364,2,4,0.395,0.933,0,False
692,9,1,Bonobo,Outlier,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",6BbFwwHnzY74a8GOsDg8Sn,Migration,7.924666666666667,117.006,0.59,0.693,0.237,4,4,0.23,0.834,0,False
693,10,1,Bonobo,Flashlight,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",0CPEvRFKdvpK0veEeY56T6,Flashlight EP,5.501483333333334,119.905,0.95,0.679,0.0495,0,4,0.0707,0.948,1,False
694,11,1,Bonobo,We Could Forever,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",2y1cW84gbL4ghBD2HwcQ3x,Black Sands,4.33065,116.955,0.885,0.669,0.636,7,4,0.0181,0.88,0,False
695,12,1,Bonobo Feat. Szjerdene,No Reason,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",,,,,,,,,,,,,True
696,13,1,Bonobo,Ontario,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",4GroumsjzAcgCwJzTGY7px,Migration,3.8758166666666667,89.995,0.461,0.54,0.107,10,4,0.236,0.531,0,False
697,14,1,Bonobo,Figures,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",4MSKGtnxTdqIypqwTDY3em,Migration,6.137266666666667,88.857,0.4,0.296,0.184,10,3,0.564,0.13,0,False
698,15,1,Bonobo,Kerala,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",5DAjrJqXqYtgr67pVhmUeR,Migration,3.9591,124.75,0.739,0.529,0.138,7,4,0.0237,0.607,0,False
699,16,1,Bonobo,Transits,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",0ewtFuJlY7pxdg4lzCXeQV,The North Borders,4.34185,130.086,0.686,0.668,0.205,4,4,0.424,0.586,0,False
700,17,1,Bonobo,Know You,"2017-03-25 - Bonobo (Live PA) @ 6 Music Festival, Glasgow, Scotland",7rF2bHXc5wa3hM3114pppm,The North Borders,4.088116666666667,126.995,0.702,0.734,0.168,3,4,0.047,0.669,0,False
701,1,1,Chihei Hatakeyama,Prince of the Sea,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",0brnyKRZKnNngbH444p8cn,Moon Light Reflecting over Mountains,7.660583333333333,76.982,0.349,0.0774,0.0283,0,4,0.628,0.888,1,False
702,2,1,Sudan Archives,Come Meh Way,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",62wAc90VNxtcNJQJrPaeJQ,Sudan Archives,2.433333333333333,159.983,0.861,0.682,0.742,4,4,0.0738,0.000758,0,False
703,3,1,Zara McFarlane,In Between Worlds,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",6WgD17ksG7TjNcZuMjhPbe,Arise,4.400383333333333,89.976,0.397,0.56,0.457,0,4,0.392,2.43e-06,1,False
704,4,1,Susso,Alagi,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",2DUZNA8YavQ06BQyoFvAjx,Keira,4.543183333333333,103.002,0.541,0.829,0.577,9,3,0.399,0.611,0,False
705,5,1,Blue Lab Beats,Pineapple feat. Moses Boyd & Nérija,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",,,,,,,,,,,,,True
706,6,1,Harmonious Thelonious,Apakapa,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",5uWTPP6MGprNhbrOyRFy4H,Instrumentals! (A Collection of Outernational Music Studies),5.9028833333333335,109.987,0.945,0.607,0.758,7,4,0.00985,0.898,1,False
707,7,1,"James Holden, The Animal Spirits",Pass Through the Fire,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",29uvh9AKNiD8CVwxDSWZeD,The Animal Spirits,6.43755,94.025,0.695,0.265,0.422,4,4,0.000219,0.814,0,False
708,8,1,Mammal Hands,Boreal Forest,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",6rihywZn0l3Gc3ggHrmNis,Shadow Work,5.12575,122.533,0.426,0.282,0.174,1,4,0.394,0.584,1,False
709,9,1,HNNY,Till Dig,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",2qcPi2BKIrArJ0Cnb06kqC,Ta Paus,3.594333333333333,116.41,0.258,0.593,0.1,10,4,0.863,0.926,0,False
710,10,1,Photay,Inharmonious Slog,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",23fEf1PfWtRbVSUEizPNjH,Onism,4.333716666666667,115.025,0.492,0.793,0.12,1,4,0.104,0.805,0,False
711,11,1,Lord Echo,Life on Earth,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",63NVTIRhmet5Py6Qmq5Znv,Harmonies,2.562133333333333,112.421,0.669,0.657,0.778,9,4,0.629,0.843,0,False
712,12,1,George Fitzgerald,Burns,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",7J8iTj9FU0Mw8VBbGBpFIY,Burns (Edit),3.1791666666666667,120.011,0.609,0.695,0.111,2,4,0.184,0.878,1,False
713,13,1,Kaitlyn Aurelia Smith,I Will Make Room for You (Four Tet Remix),"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",0MUyYLTGossGLHTkHQH65W,I Will Make Room for You (Four Tet Remix),8.291666666666666,119.999,0.661,0.661,0.729,6,1,0.106,0.892,1,False
714,14,1,Matt Karmil,Can't Find It (The House Sound),"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",,,,,,,,,,,,,True
715,15,1,DJ Richard,Path of Ruin (Pain Mix),"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",79GFKFraKaZAqMUdt9g1nG,Path of Ruin,10.794633333333334,123.001,0.712,0.706,0.0477,6,4,2.48e-05,0.864,1,False
716,16,1,Avalon Emerson,One More Fluorescent Rush,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",0oHp0oW3RhkwBuNSDFY1Jq,Whities 013,6.451066666666667,124.877,0.984,0.612,0.405,10,4,0.00318,0.891,0,False
717,17,1,Lone,Arc,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",2LJYMv6q9r5iRIibxiRPi2,What It Takes To Move Forward,1.7193166666666666,75.648,0.356,0.625,0.0658,0,4,0.533,0.00122,1,False
718,18,1,DJ Seinfeld,U Hold Me Without Touch,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",72hNRsk1d6yo98UTzZjZiT,Time Spent Away From U,6.45,127.025,0.707,0.663,0.256,5,4,0.488,0.837,0,False
719,19,1,Bicep,Glue,"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",2aJDlirz6v2a4HREki98cP,Bicep,4.485816666666667,129.983,0.798,0.853,0.42,4,4,0.0158,0.948,0,False
720,20,1,Kiamsmos,Blurred (Bonobo Remix),"2017-11-20 - Bonobo - Outlier Radio, NTS Radio",,,,,,,,,,,,,True
