,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode
425,20,1,?,Mildly Skeeming,2020-01-27 - Djrum - Dekmantel Podcast 267,4K8tsMxRrHeqId4jM6jn34,Vergessen,7.2755833333333335,96.963,0.408,0.611,0.936,0,3,0.6,0.00873,1
426,21,1,Anunaku,Bronze Age,2020-01-27 - Djrum - Dekmantel Podcast 267,5Fl01wsuaXCIaNoCUCKbKz,Whities 024,6.476183333333333,126.008,0.95,0.553,0.141,1,4,0.0217,0.876,1
427,22,1,Gabber Modus Operandi,Calon Arang,2020-01-27 - Djrum - Dekmantel Podcast 267,7550LNS5j4OLE3Hn1Nl3zg,HOXXXYA,4.341733333333333,100.019,0.768,0.49,0.199,6,4,0.000496,0.925,1
428,23,1,Hellfish & The Producer,Turntable Savage,2020-01-27 - Djrum - Dekmantel Podcast 267,0IUDGUSqCdKabeQp8AFHN0,The Cosmic Forces of Mu,6.96355,106.91,0.821,0.783,0.745,10,4,0.0193,0.363,0
431,26,1,Aleksi Perälä,UK74R1825050,2020-01-27 - Djrum - Dekmantel Podcast 267,1WWrZMl8LtpocxkZ5N5UxR,Moonshine,4.5,160.012,0.503,0.652,0.357,10,4,0.0062,0.914,1
432,1,1,Pariah,Linnaea,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",6Idcn8HUYlHwSdZDe02KYV,Here From Where We Are,7.06425,125.002,0.417,0.601,0.688,3,4,0.831,0.922,1
433,1,1,Pariah,Linnaea,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",2e4bS0GxxHlCuDf44iDGpG,"Sibelius: Piano Music, Vol. 4",1.8828833333333332,125.223,0.0109,0.455,0.0878,1,5,0.986,0.89,0
434,2,1,?,Linnaea,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",6Idcn8HUYlHwSdZDe02KYV,Here From Where We Are,7.06425,125.002,0.417,0.601,0.688,3,4,0.831,0.922,1
435,2,1,?,Linnaea,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",2e4bS0GxxHlCuDf44iDGpG,"Sibelius: Piano Music, Vol. 4",1.8828833333333332,125.223,0.0109,0.455,0.0878,1,5,0.986,0.89,0
436,3,1,Henzo,For Your Consideration,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",4CbSiue28BxbRsUqdpYgTp,Have a Seat,3.858433333333333,185.831,0.407,0.509,0.497,10,3,0.565,0,1
437,4,1,?,For Your Consideration,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",4CbSiue28BxbRsUqdpYgTp,Have a Seat,3.858433333333333,185.831,0.407,0.509,0.497,10,3,0.565,0,1
438,5,1,Yunis,Fractals,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",2eqlSIpCku9RTTF9gQ77Pt,Amygdala,3.0593,83.893,0.586,0.507,0.0935,2,4,0.000961,0.000409,1
439,6,1,33EMYBW,Medical Fodder,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",2rg16O2mPBZboEEQOJ4Atq,Medical Fodder,4.346916666666667,169.985,0.947,0.613,0.534,4,3,0.0557,0.805,0
440,7,1,Forest Drive West,Impulse,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",5e3wxpmWxURRMnZxDOrWxq,Impulse,7.364516666666667,170.032,0.953,0.668,0.594,11,4,0.000564,0.778,0
442,9,1,Uberdog & Binray,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3udyRwClp6JDmz2Oo999Bv,Sued 14,6.231516666666667,119.796,0.658,0.812,0.0357,7,4,0.0233,0.201,1
443,9,1,Uberdog & Binray,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",0Jx9YPQKdw7n4qT9Ayo0Lo,Grim Dub Vol. 2,3.8537666666666666,99.065,0.984,0.572,0.0467,10,1,0.0782,0.322,0
444,9,1,Uberdog & Binray,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3PbV3ocgAp3Xn0omGFC0cG,Apricot Princess,2.2617666666666665,83.827,0.199,0.567,0.329,9,5,0.905,0,1
445,10,1,?,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3udyRwClp6JDmz2Oo999Bv,Sued 14,6.231516666666667,119.796,0.658,0.812,0.0357,7,4,0.0233,0.201,1
446,10,1,?,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",0Jx9YPQKdw7n4qT9Ayo0Lo,Grim Dub Vol. 2,3.8537666666666666,99.065,0.984,0.572,0.0467,10,1,0.0782,0.322,0
447,10,1,?,Untitled,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3PbV3ocgAp3Xn0omGFC0cG,Apricot Princess,2.2617666666666665,83.827,0.199,0.567,0.329,9,5,0.905,0,1
448,11,1,Toma Kami,This Side Up,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",1I7uAbnGQBxEMFgXFx46at,Oscillate Tracks 004,5.7240166666666665,128.039,0.656,0.433,0.35,0,4,0.00159,0.83,1
450,13,1,Al Wootton,Prophecy,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",1hr7PFl6CXSNhbZHDOGXwA,Body Healthy,5.739116666666667,137.947,0.802,0.695,0.255,1,4,0.017,0.909,1
454,17,1,Autechre,Flutter,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3apyTh43wRTveSEGUyECP5,Anti,9.962216666666666,150.05,0.673,0.604,0.384,1,4,0.351,0.0772,0
455,18,1,Laksa,Belly Brocka,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",6jfLGianEIpPDMxsuMLYWu,Fire Kit EP,5.755366666666666,146.002,0.862,0.422,0.44,1,4,0.00101,0.577,1
456,19,1,Monkey Steak,Crowsteppah,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",5adrhGb6eKtJIwlKRvx6WO,Grim Dub Vol. 1,4.606883333333333,145.018,0.622,0.72,0.552,11,4,0.0376,0.914,0
458,21,1,Simo Cell & Abdullah Miniawy,Pending In The Pattern,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",1xlGKElhkGIEsWwSoySGpP,Pending in the Pattern,4.4,159.345,0.657,0.466,0.291,1,4,0.000446,0.00082,0
459,22,1,Crossing Avenue,Decimo Piano,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",7ykYoAyMs6rpBlNoaWw7DX,Carmaleonte EP,5.6828,159.988,0.618,0.626,0.176,7,4,0.0509,0.896,1
462,25,1,Cucumb45,Opxthermin,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",3fP2jjlf8QsWkZIxyKGY5f,Slother EP1 Lyf og bið að heilsa,6.023716666666667,164.04,0.962,0.639,0.663,7,4,0.00014,0.626,1
463,26,1,Rian Treanor,ATAXIA_B2,"2021-04-11 - Djrum @ London Unlocked, Tower Bridge, London",2NRJzI8RiMaCFqRzTFUgxq,ATAXIA,3.4462166666666665,149.968,0.668,0.749,0.606,6,4,0.143,0.557,1
