,index,Unnamed: 0,track_id,artist,track,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instrumentalness,mode,styles
273,3530,73,7wmcHEZoSUJcUv8ANVjYyK,Joy Orbison,Yl She's Away,Slipping,5.766666666666667,135.018,0.441,0.721,0.124,F,4,0.201,0.749,0,"['House', 'Bass Music', 'UK Garage', 'Downtempo']"
274,3536,74,7FIIj97V1a3kA24hwDsgIv,Daniel Avery,First Light,Song for Alpha,1.6357666666666666,88.333,0.0332,0.126,0.0319,F,4,0.996,0.87,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
275,3550,75,5fbsszPEEpIyyAF6IfjqBA,Daniel Avery,Stereo L,Song for Alpha,5.66,96.985,0.615,0.264,0.457,G,4,0.157,0.0395,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
276,3564,76,6z7yr9JIHvshiimiRgyG0k,Daniel Avery,Projector,Song for Alpha,5.236433333333333,153.935,0.717,0.301,0.117,A,5,0.0724,0.857,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
277,3578,77,5Ob5cquD1xVh6JiHj1fKVH,Daniel Avery,TBW17,Song for Alpha,1.15155,74.099,0.252,0.299,0.0565,C,4,0.98,0.83,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
278,3592,78,0KehLcacJhme8Oh5VkQWJN,Daniel Avery,Sensation,Song for Alpha,7.554216666666667,123.504,0.636,0.608,0.143,A#,4,0.0156,0.717,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
279,3606,79,5A787n0TcaM3rwx3aHkPIN,Daniel Avery,Citizen // Nowhere,Song for Alpha,3.6248833333333335,109.961,0.847,0.563,0.59,C#,4,0.123,0.957,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
280,3620,80,1WZE4QdOfxtx1pIbZGbDqN,Daniel Avery,Clear,Song for Alpha,5.556883333333333,123.012,0.939,0.335,0.0463,C#,4,0.00146,0.872,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
281,3634,81,4GAchWZeoDCOAQnrvANpl9,Daniel Avery,Diminuendo,Song for Alpha,7.005333333333334,125.002,0.825,0.578,0.0858,E,4,0.000433,0.89,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
282,3648,82,3eo7EWBXEcqCSxcTl0su85,Daniel Avery,Days From Now,Song for Alpha,2.7506666666666666,180.014,0.0138,0.371,0.0373,D,5,0.989,0.962,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
283,3662,83,6o99gibSL6MSRuaT4IXmt0,Daniel Avery,Embers,Song for Alpha,1.9237666666666664,76.332,0.381,0.21,0.0454,C#,3,0.994,0.957,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
284,3676,84,2AfaQgYVIQaI4DrwlEs9Yl,Daniel Avery,Slow Fade,Song for Alpha,5.538666666666667,92.993,0.687,0.411,0.139,A,4,0.00286,0.898,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
285,3690,85,50H0kB9AhvK6bkIpKVudhj,Daniel Avery,Glitter,Song for Alpha,6.701333333333333,114.992,0.472,0.585,0.0758,C#,4,0.0171,0.00536,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
286,3704,86,0jXUSDtZMu0aR5XeXK49Zt,Daniel Avery,Endnote,Song for Alpha,0.14,0.0,0.0264,0.0,0.0,D,0,0.97,0.998,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
287,3718,87,73MA3jr3apEfNWt1iUob1W,Daniel Avery,Quick Eternity,Song for Alpha,8.598216666666668,125.97,0.637,0.464,0.107,B,4,0.805,0.89,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']"
288,3732,88,7o5RdK16mSz3dT1ZuK33Zc,Perko,Sky Host,NV Auto,2.520833333333333,217.566,0.381,0.45,0.151,G#,3,0.987,0.926,0,"['Ambient', 'Breakbeat', 'Techno']"
289,3739,89,7Ac58wqJHP7YeSvmlaLpaw,Perko,Rounded,NV Auto,5.733266666666666,137.994,0.789,0.63,0.766,B,4,0.0699,0.821,0,"['Ambient', 'Breakbeat', 'Techno']"
290,3746,90,0OzzvBTsKxMk1E3zQUh4kK,Perko,What Otters,NV Auto,5.0,129.938,0.749,0.863,0.686,F,4,0.336,0.932,0,"['Ambient', 'Breakbeat', 'Techno']"
291,3753,91,5Tz6zFRAfu6602N9A3nN63,Perko,Grace,NV Auto,5.13575,128.018,0.839,0.523,0.139,C#,4,0.849,0.948,1,"['Ambient', 'Breakbeat', 'Techno']"
292,3760,92,7AukYT8M26yWwyc5CWEFqa,Perko,Songbirds,NV Auto,6.858333333333333,144.001,0.846,0.73,0.168,E,4,0.00168,0.902,1,"['Ambient', 'Breakbeat', 'Techno']"
293,3767,93,0XLCACphA7XwJzIVs11u1R,Perko,Polly,NV Auto,3.1278166666666665,132.767,0.147,0.194,0.128,C#,4,0.908,0.848,1,"['Ambient', 'Breakbeat', 'Techno']"
294,3774,94,7v5rkoVS3eRh4qEH72mjo3,Perko,Water Memory,NV Auto,3.8,115.34,0.195,0.524,0.382,C#,4,0.989,0.925,0,"['Ambient', 'Breakbeat', 'Techno']"
