,index,Unnamed: 0,track_id,artist,track,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instrumentalness,mode,styles
0,0,0,2t7OLqJA5oD5I5QZRwMPAR,Healion,About Breathing,"In Light, It Undoes Nothing...",7.2,160.011,0.676,0.618,0.146,F#,4,0.0609,0.735,0,"['Drum n Bass', 'IDM', 'Leftfield']"
1,5,1,1adXPHPWJrsa90kHuJZNrV,Healion,About Breathing - Remix,"In Light, It Undoes Nothing...",6.143416666666667,159.994,0.913,0.724,0.948,D#,4,0.0269,0.821,0,"['Drum n Bass', 'IDM', 'Leftfield']"
2,10,2,5sBXirjKrYh57rEGOiUBtP,Healion,Vetiver,"In Light, It Undoes Nothing...",4.625,128.007,0.594,0.644,0.585,G#,4,0.48,0.889,0,"['Drum n Bass', 'IDM', 'Leftfield']"
3,15,3,6EnNR8NnMTznFVowHfWPk8,Healion,I'll See It When I Believe It,"In Light, It Undoes Nothing...",4.3826,112.795,0.523,0.22,0.287,A,4,0.483,0.773,0,"['Drum n Bass', 'IDM', 'Leftfield']"
4,20,4,33wGiihh5zKVLAb3J3DvBk,Healion,Gathering,"In Light, It Undoes Nothing...",4.053333333333334,149.986,0.882,0.578,0.821,F#,4,0.496,0.877,1,"['Drum n Bass', 'IDM', 'Leftfield']"
5,25,5,1SVfU1SegvoS7E8t1ala4d,Huerta,Pain Relief,Junipero,4.287983333333333,80.133,0.314,0.305,0.344,G,5,0.891,0.0125,1,"['Ambient', 'Deep House']"
6,36,6,2ZKnXvGqQ3cVYmUlUFEzDh,Huerta,Blanket Dub,Junipero,6.237283333333333,117.958,0.713,0.565,0.33,C,4,0.653,0.936,0,"['Ambient', 'Deep House']"
7,47,7,18HKb8orGh5CZtzcezYUy7,Huerta,Mutualism,Junipero,4.75,127.982,0.757,0.689,0.722,G,4,0.831,0.888,0,"['Ambient', 'Deep House']"
8,58,8,0jj2x7OST0shCGjfgifHyS,Huerta,It Goes over Me,Junipero,3.809516666666666,81.958,0.0742,0.179,0.0639,B,5,0.794,0.92,0,"['Ambient', 'Deep House']"
9,69,9,3YEojiLatViYEOq8pCwqeg,Huerta,All Wild Things Are Shy,Junipero,4.3636333333333335,132.044,0.812,0.671,0.404,C,4,0.0371,0.823,0,"['Ambient', 'Deep House']"
10,80,10,2PSFYm7x9XQjAPzGx59Fix,Huerta,Aerial Interlude,Junipero,2.2,81.31,0.0568,0.164,0.0395,C#,4,0.979,0.974,0,"['Ambient', 'Deep House']"
11,91,11,2riha2KKZMqEPtnK0HaT1j,Huerta,Plant Memory,Junipero,8.0,82.436,0.533,0.377,0.346,F,4,0.953,0.937,1,"['Ambient', 'Deep House']"
12,102,12,5O5vhPvmMpNiUcqe1qC6AK,Huerta,Waxwing Air,Junipero,3.4330666666666665,127.01,0.844,0.799,0.719,F#,4,0.0803,0.886,0,"['Ambient', 'Deep House']"
13,113,13,00psxjEcTkNXI6aN2AS0eK,Huerta,The Ritual,Junipero,4.913383333333333,127.001,0.965,0.764,0.833,G,4,0.121,0.902,1,"['Ambient', 'Deep House']"
14,124,14,3ORpfjOzaZhv4pcWfnl9lX,Huerta,Road to Toco,Junipero,5.291333333333333,126.984,0.897,0.713,0.823,F#,4,0.775,0.32,1,"['Ambient', 'Deep House']"
15,135,15,37kukgcBEhxyl6wXxdW7T3,Huerta,Tiles & Glass,Junipero,7.755316666666666,83.431,0.455,0.174,0.0263,A#,4,0.654,0.909,0,"['Ambient', 'Deep House']"
16,146,16,7lZsH3cKcwOFWDIZe03Xo1,Perko,Swirral Edge,Galerie,6.0375,66.31,0.284,0.241,0.0574,E,4,0.814,0.952,0,
17,147,17,6uwcQwvsEjOVsaCb0ItzX3,Perko,Galerie,Galerie,3.8291666666666666,125.742,0.0885,0.464,0.11,G#,4,0.995,0.957,1,
18,148,18,2UME9I15BKUwUUmBkLTWJu,Perko,Interlude,Galerie,1.1375,87.972,0.486,0.381,0.0388,C#,3,0.334,0.794,0,
19,149,19,1mH7JeLR84GjXwa4tZBnX6,Perko,Edie,Galerie,3.9029666666666665,128.775,0.107,0.244,0.0688,F,5,0.971,0.926,1,
20,150,20,0I6WVW9P5fjiR5tpGAVrJw,Perko,Striding Edge,Galerie,4.9,111.088,0.505,0.186,0.0372,F#,3,0.985,0.974,0,
21,151,21,1bM2e3fY5IULzm4ytSZatw,Perko,Scramble,Galerie,1.3416666666666666,111.353,0.842,0.262,0.0199,C#,5,0.975,0.993,1,
22,152,22,0RX6QzU0MM8rluWDYexZB3,Perko,Marri,Galerie,5.358333333333333,72.677,0.119,0.133,0.036,F,3,0.174,0.906,1,
23,153,23,507rYNtpjSjBIpmfsxZOkw,Perko,Oak,Galerie,5.599716666666667,67.768,0.00346,0.0783,0.0643,C,4,0.859,0.971,0,
24,154,24,2RQV2cmghvRD6Kr1zbUqEd,Area 3,Bubble,Area 3,10.4451,72.41,0.315,0.0636,0.0352,E,4,0.661,0.949,1,"['House', 'Deep House']"
25,160,25,0Fco2DGV9lXlqLzbQ3VQ1n,Area 3,Feb Patch,Area 3,4.729316666666667,102.812,0.537,0.245,0.334,C#,3,0.984,0.178,0,"['House', 'Deep House']"
26,166,26,0tzAfRpaJ5L0NyGWvtajl0,Area 3,Mod 3,Area 3,5.76705,168.474,0.107,0.118,0.0388,D#,4,0.967,0.978,0,"['House', 'Deep House']"
27,172,27,5cL29hQQB1H5IkICLO3ead,Area 3,Ssky,Area 3,11.55555,107.903,0.412,0.4,0.292,F#,1,0.924,0.906,1,"['House', 'Deep House']"
28,178,28,2uuWydcYuLjEIsOLR0Tfjm,Area 3,Planetarium,Area 3,5.756633333333333,105.046,0.702,0.271,0.325,C,1,0.917,0.915,1,"['House', 'Deep House']"
29,184,29,70BluzZHkzrYOeCtq5szhi,Area 3,Pluck,Area 3,4.0851,187.929,0.574,0.549,0.354,C#,4,0.895,0.958,1,"['House', 'Deep House']"
30,190,30,6NLAH3uaOwEwNEBZIcaEnk,Andrew Pekler,Approximate Bermeja,Sounds From Phantom Islands,3.15,116.364,0.421,0.485,0.82,D,3,0.867,0.962,1,['Abstract']
31,200,31,72f58kIlvA9l1OWrfGt6Lu,Andrew Pekler,Hy Brasil,Sounds From Phantom Islands,5.033333333333333,172.104,0.532,0.176,0.229,F,5,0.164,0.827,0,['Abstract']
32,210,32,1m3bBuESPcXHiB8VCw8ZYj,Andrew Pekler,Sunshower at Sandy Island,Sounds From Phantom Islands,3.8541666666666665,89.199,0.445,0.266,0.143,E,4,0.914,0.768,0,['Abstract']
33,220,33,2i3QvsAQVfNqLJnDUh3KEa,Andrew Pekler,Saxenburgh / Pepys / Aurora,Sounds From Phantom Islands,4.966666666666667,76.123,0.311,0.341,0.0785,D#,5,0.775,0.518,1,['Abstract']
34,230,34,2H31cM29jM7l3fuSwUdDBI,Andrew Pekler,Los Jardines,Sounds From Phantom Islands,3.658333333333333,80.298,0.338,0.298,0.386,G#,3,0.962,0.685,1,['Abstract']
35,240,35,4yy0hEVXuXyHWr1nJKw9Ze,Andrew Pekler,Taprobana,Sounds From Phantom Islands,3.1666666666666665,125.303,0.726,0.453,0.343,C#,4,0.906,0.0123,0,['Abstract']
36,250,36,6D76C2AAbZLVwyBSwhAGs2,Andrew Pekler,Description of Rain (Over Frisland),Sounds From Phantom Islands,4.441666666666666,130.735,0.254,0.163,0.104,D,5,0.636,0.921,0,['Abstract']
37,260,37,2lcOhy57tGjdLOirmNvdnT,Andrew Pekler,Fonseca Winds (Lament),Sounds From Phantom Islands,3.7083333333333335,132.978,0.522,0.239,0.273,G#,5,0.745,0.879,1,['Abstract']
38,270,38,1vqacZBMitQFuSFn1Pdgga,Andrew Pekler,Onaseuse / Crespo / Rica de Oro,Sounds From Phantom Islands,3.083333333333333,97.701,0.325,0.464,0.0594,C,1,0.773,3.63e-06,1,['Abstract']
39,280,39,14Z9OMgdWUwnol9SxCRP8J,Andrew Pekler,Tuanahe,Sounds From Phantom Islands,4.266666666666667,130.079,0.165,0.456,0.41,F,5,0.885,0.86,0,['Abstract']
40,290,40,6D5FTWiKSAayZOqZe2nkOd,Roméo Poirier,Thalassocratie,Hotel Nota,4.966666666666667,175.016,0.155,0.245,0.148,F,4,0.873,0.898,0,['Ambient']
41,301,41,4mtcMcIG9oxwevTbLu8wiN,Roméo Poirier,Longe-côte,Hotel Nota,5.5,107.964,0.506,0.324,0.0734,F,3,0.851,0.885,1,['Ambient']
42,312,42,6dO4XxKrPZHMkUsUpqBvPS,Roméo Poirier,Trace palmaire,Hotel Nota,4.333333333333333,124.29,0.586,0.369,0.0384,F,4,0.691,0.922,1,['Ambient']
43,323,43,0E496U0jKcMlEMwMVgofa3,Roméo Poirier,Le bématiste,Hotel Nota,3.45,75.405,0.463,0.493,0.181,G#,4,0.709,0.975,1,['Ambient']
44,334,44,4jIjvxDqJl2eIxWWf1ZELE,Roméo Poirier,Sablage,Hotel Nota,3.333333333333333,108.628,0.23,0.268,0.115,C#,1,0.98,0.923,1,['Ambient']
45,345,45,0aBoMhb7VlK0n4xCTDSzFt,Roméo Poirier,Hotel Nota,Hotel Nota,3.55,137.834,0.343,0.197,0.162,B,4,0.947,0.826,0,['Ambient']
46,356,46,5ZS7Hz5ZF9rUNQMSrZ2rEY,Roméo Poirier,Pénombre,Hotel Nota,2.7333333333333334,171.645,0.238,0.168,0.0397,F#,4,0.979,0.927,0,['Ambient']
47,367,47,1EsZYfWyQUlKXWEGAZS2zH,Roméo Poirier,Du rocher,Hotel Nota,4.4,89.447,0.406,0.221,0.321,E,4,0.938,0.927,0,['Ambient']
48,378,48,3yz0xFjNdS6kGoajV2N9Os,Roméo Poirier,Ekphrasis,Hotel Nota,5.366666666666666,207.468,0.526,0.199,0.312,G#,4,0.777,0.896,1,['Ambient']
49,389,49,5pPAa9NhRFG9SLaZyGLNSg,Roméo Poirier,Raccordement,Hotel Nota,3.45,118.93,0.241,0.242,0.0641,G,5,0.941,0.879,0,['Ambient']
50,400,50,6PK4dYjTLP4enXmQYiwXAc,Roméo Poirier,Balayage,Hotel Nota,1.75,62.074,0.327,0.276,0.217,E,4,0.992,0.681,1,['Ambient']
51,411,51,6ogpXM3LUArjFisNm5hqmS,Leif,Yarrow,Loom Dream,7.078316666666667,168.114,0.218,0.408,0.0869,A,4,0.965,0.648,0,"['Ambient', 'Minimal', 'Downtempo']"
52,417,52,2SHNWbHIDrxIarfJ7mewRR,Leif,Borage,Loom Dream,4.209033333333333,156.029,0.49,0.495,0.135,C,3,0.723,0.908,1,"['Ambient', 'Minimal', 'Downtempo']"
53,423,53,5HF3RyQVJFM9FFB5r3NTeO,Leif,Myrtus,Loom Dream,5.452083333333333,146.961,0.314,0.229,0.075,B,4,0.976,0.887,0,"['Ambient', 'Minimal', 'Downtempo']"
54,429,54,7DAarY8ToTm3LIvZx7Snqj,Leif,Mimosa,Loom Dream,7.59875,109.273,0.25,0.16,0.0357,A,4,0.811,0.921,0,"['Ambient', 'Minimal', 'Downtempo']"
55,435,55,3c5WpolRa4zFWbkrOaoeDM,Leif,Rosa,Loom Dream,5.902983333333333,136.018,0.549,0.599,0.136,C,4,0.923,0.885,1,"['Ambient', 'Minimal', 'Downtempo']"
56,441,56,652xtNbI8BV8aYzunGPXbd,Leif,Pteridium,Loom Dream,3.8557166666666665,102.02,0.602,0.419,0.0697,F#,4,0.0154,0.925,0,"['Ambient', 'Minimal', 'Downtempo']"
57,447,57,4FPiRgGEf1zMgR0dvREQ5M,Leif,Seven Hour Flight to Nowhere,9 Airs,5.043716666666667,110.016,0.398,0.659,0.145,F#,4,0.735,0.822,0,['Avantgarde']
58,456,58,0rqeWRE02DdUUPwgPXEIle,Leif,Hold Gem Cut,9 Airs,2.688633333333333,92.714,0.217,0.109,0.0338,C#,4,0.946,0.995,0,['Avantgarde']
59,465,59,4C7YRjmh0gdKgnp2VsoEKx,Leif,Hiding in Plain Sight,9 Airs,3.8864,144.061,0.395,0.813,0.727,A,4,0.0298,0.886,1,['Avantgarde']
60,474,60,5B2pOEwvvLU1dX9oJZ02tF,Leif,Looking Inside to See How it Works,9 Airs,1.6288166666666666,79.848,0.332,0.627,0.386,A,5,0.273,0.934,1,['Avantgarde']
61,483,61,4YwXdpaPGbTvbVfgLX6yEj,Leif,Low D,9 Airs,5.696883333333333,180.006,0.372,0.75,0.64,B,3,0.928,0.88,1,['Avantgarde']
62,492,62,5Jo6fbT623z427xsUqMBaX,Leif,Emotional Risk Assessment,9 Airs,6.56685,100.166,0.0147,0.131,0.048,C#,4,0.957,0.974,1,['Avantgarde']
63,501,63,6oSI9ljiEvkqpukZI7f6go,Leif,Every Weather,9 Airs,5.700616666666667,171.976,0.356,0.511,0.309,E,4,0.605,0.86,0,['Avantgarde']
64,510,64,5qm0meOjD3Q4OzuATCqVYj,Leif,Wake Up Now,9 Airs,3.4622333333333333,100.012,0.248,0.544,0.346,G,4,0.97,0.915,1,['Avantgarde']
65,519,65,3t4lLwmP09HQuDX7AGYJjV,Leif,Tapping on a Hollow Body,9 Airs,4.454,137.915,0.245,0.42,0.0774,G,4,0.394,0.857,1,['Avantgarde']
66,528,66,6JUeLzeiUUnWGpT6Wug9Ac,Glint,Ledger,Glint,1.102833333333333,75.764,0.0326,0.128,0.101,C,4,0.99,0.988,1,['Ambient']
67,537,67,4WG47BJAdWRHo3LmLDWwE5,Glint,Tilt,Glint,8.968716666666667,108.149,0.94,0.188,0.067,C#,4,0.0257,0.766,1,['Ambient']
68,546,68,5YrNJuRTNd6MZv1PL5d8aG,Glint,Passerby,Glint,9.028433333333334,125.863,0.301,0.571,0.549,D,3,0.921,0.914,1,['Ambient']
69,555,69,5jUq0nXuYEbqCuQ8b9mwxB,Glint,Thicket,Glint,4.9004666666666665,81.837,0.451,0.114,0.222,E,3,6.79e-06,0.766,0,['Ambient']
70,564,70,1MdetruYRBtJ1eHjRG9W41,Glint,Full Cavity,Glint,3.665933333333333,96.318,0.655,0.13,0.105,C,3,0.0605,0.584,1,['Ambient']
71,573,71,1KS4cWz7I7AtDZ7r6FZBY8,Glint,Homebody,Glint,9.80375,125.593,0.579,0.215,0.0369,A#,3,0.572,0.562,1,['Ambient']
72,582,72,75fDSWpBijrU5HQ8f7i3Et,Glint,Steps to Breath,Glint,6.529433333333333,134.36,0.834,0.333,0.0326,F,4,0.0126,0.306,0,['Ambient']
73,591,73,3VSqwtsmt951bz23NuHm3P,Glint,Opal,Glint,6.311883333333333,74.006,0.385,0.175,0.144,G#,4,0.659,0.801,0,['Ambient']
74,600,74,6NkRlmnud0yacHcN4MGLQn,Glint,True Gleam,Glint,3.7599666666666662,131.284,0.374,0.58,0.499,F#,3,0.758,0.913,0,['Ambient']
75,609,75,2oEuzpAeaiLmqjqHwPcq2q,Peter Power,Home Is In The Mountains,Earth Love,4.658333333333333,78.978,0.117,0.3,0.0671,G,4,0.899,0.00946,0,
76,610,76,54nx6Z9R5IclwVwlGYEiHW,Peter Power,Life Love Impulse,Earth Love,6.75,130.049,0.212,0.336,0.0913,G,4,0.969,0.904,0,
77,611,77,1zyVMvPuwCsIXRV6Dw7GwH,Peter Power,Earth Love,Earth Love,22.7575,69.583,0.125,0.112,0.0363,E,1,0.85,0.888,0,
78,612,78,4Z4K6Scj7l4xvVpZhQQOWq,Area 3,Amb,Amb,8.933333333333334,65.727,0.199,0.0629,0.0314,D#,3,0.987,0.975,0,
79,613,79,4qG96tswR5tMdyGTETbwHF,Area 3,Kalma 2mg,Amb,4.953833333333334,132.453,0.299,0.341,0.196,C#,4,0.946,0.911,1,
80,614,80,6JZOsK1kAcRmquvnGaLRic,Area 3,April,Amb,6.533333333333333,158.217,0.452,0.611,0.0794,G#,1,0.841,0.926,1,
81,615,81,3U9bpVhCkYYvAbVqmLmq6k,Area 3,Whale,Amb,7.322033333333334,59.441,0.4,0.191,0.299,B,4,0.975,0.89,0,
82,616,82,1niwwOUJfpDqIqnzDzqpmz,Area 3,Petal Patch,Amb,8.288266666666667,120.171,0.443,0.175,0.331,C,3,0.986,0.278,1,
83,617,83,0kNZRUygxWbiLdmNPgFZEa,Area 3,Pluck II,Amb,5.344616666666667,140.995,0.156,0.49,0.138,C#,4,0.851,0.903,1,
84,618,84,2Mt27qdkzzjwSQq2TbTRnN,Jon Hopkins,Welcome,Music For Psychedelic Therapy,6.37955,138.718,0.234,0.143,0.0369,A#,4,0.801,0.956,1,['Ambient']
85,627,85,3zoIy4ZqZoq1nFshkGjgdo,Jon Hopkins,"Tayos Caves, Ecuador i",Music For Psychedelic Therapy,6.262433333333333,92.296,0.196,0.104,0.0368,F#,4,0.911,0.954,0,['Ambient']
86,636,86,0PAsdNDe9zjkKGYjNww7lx,Jon Hopkins,"Tayos Caves, Ecuador ii",Music For Psychedelic Therapy,5.13,136.256,0.235,0.151,0.18,A,4,0.821,0.816,1,['Ambient']
87,645,87,44GTsI6oCKFrKH7satg4e4,Jon Hopkins,"Tayos Caves, Ecuador iii",Music For Psychedelic Therapy,7.6511,131.538,0.859,0.16,0.0345,E,4,0.022,0.0103,1,['Ambient']
88,654,88,3G13xOZCkA74whPRazHnrF,Jon Hopkins,Love Flows Over Us In Prismatic Waves,Music For Psychedelic Therapy,6.8773333333333335,130.485,0.27,0.185,0.0753,F,3,0.805,0.806,1,['Ambient']
89,663,89,3MBvqGGviFJHmHXJ9AGHa5,Jon Hopkins,Deep In The Glowing Heart,Music For Psychedelic Therapy,8.854666666666667,114.978,0.326,0.168,0.0363,F,4,0.171,0.916,1,['Ambient']
90,672,90,3TqSk9b44VmdSgGllFcqmA,Jon Hopkins,"Ascending, Dawn Sky",Music For Psychedelic Therapy,9.36955,82.642,0.115,0.0802,0.0307,C,4,0.838,0.828,1,['Ambient']
91,681,91,52r5W1VYL4ESTrOLh9oXJ9,Jon Hopkins,Arriving,Music For Psychedelic Therapy,4.5971,64.938,0.124,0.0582,0.632,G,4,0.708,0.186,1,['Ambient']
92,690,92,7Bl1GdYbcJ0QSffErVWOnv,Jon Hopkins,Sit Around The Fire,Music For Psychedelic Therapy,8.378416666666666,62.744,0.231,0.219,0.157,G#,3,0.92,0.793,1,['Ambient']
93,699,93,6N4Dug2mwSwmJN02LHyNRM,Celer,"80,000 Feet",Nacreous Clouds,2.4166666666666665,142.122,0.243,0.137,0.0335,G,4,0.398,0.903,1,['Ambient']
94,736,94,6rYgp4bxLslXE4ZS4ZR1iu,Celer,Taking Measures Toward Morning,Nacreous Clouds,1.7333333333333334,69.577,0.0269,0.222,0.0307,D,4,0.906,0.973,1,['Ambient']
95,773,95,6leWhtGqsyfYI6emSxNYlz,Celer,Cherry Souls Awakening,Nacreous Clouds,2.033333333333333,68.864,0.00872,0.115,0.0292,D,4,0.994,0.609,1,['Ambient']
96,810,96,5uN7RB0ZFJ4LjHEYtZX8vW,Celer,"Scarfs, Blisters and Night Lights",Nacreous Clouds,2.6333333333333333,0.0,5.83e-05,0.0,0.0,F,0,0.843,0.993,1,['Ambient']
97,847,97,2mBJw8btIQFaZKjnRV2K3H,Celer,Artificial Colours,Nacreous Clouds,2.7666666666666666,119.545,0.0813,0.218,0.0232,C,4,0.904,0.864,1,['Ambient']
98,884,98,0vbbwzQfT1rUq6LBjJVkk3,Celer,Swift and Ersatz Cough to Morning,Nacreous Clouds,2.283333333333333,128.461,0.119,0.163,0.0241,A,4,0.956,0.906,0,['Ambient']
99,921,99,5dqPGe1mGp6NLZ4ebvPusH,Celer,Fathom This Young Life,Nacreous Clouds,2.7666666666666666,68.89,0.085,0.169,0.0348,G,4,0.72,0.943,1,['Ambient']
100,958,0,2Qq11WmUwFnsOudBCpPeuD,Celer,Metal Master,Nacreous Clouds,1.3333333333333333,62.592,0.261,0.165,0.0271,G,1,0.137,0.771,1,['Ambient']
101,995,1,5exqTDSSFWxDYDxj3K1ZYo,Celer,Diphenhydramine,Nacreous Clouds,4.066666666666666,136.416,0.444,0.265,0.0326,G,4,0.87,0.938,1,['Ambient']
102,1032,2,181EhPXefYPYEJcr9COtl9,Celer,Sluggish in the Morning,Nacreous Clouds,2.3,143.9,0.111,0.132,0.0319,C,4,0.963,0.954,1,['Ambient']
103,1069,3,4QszONCo6ibSUsxPjOzU13,Celer,Seeing; That Side of Teaching,Nacreous Clouds,2.283333333333333,0.0,0.00024,0.0,0.0,B,0,0.934,0.885,0,['Ambient']
104,1106,4,4mRsK2kmDlrgKz6PqIPIym,Celer,Mi,Nacreous Clouds,1.8,139.136,0.0208,0.143,0.0254,C,4,0.98,0.941,1,['Ambient']
105,1143,5,1ZtnqkRRzcuMFIV8XJpGv0,Celer,Peak Pressure,Nacreous Clouds,5.166666666666667,63.114,0.033,0.0587,0.0349,G,4,0.87,0.964,1,['Ambient']
106,1180,6,1yOpLc2WOocfRjTzYNS148,Celer,Rain Machines,Nacreous Clouds,1.1666666666666667,139.514,0.0604,0.141,0.0227,A,4,0.966,0.636,0,['Ambient']
107,1217,7,1bo4vnth4pJR640zGl3io9,Celer,Voiceless Devilfish,Nacreous Clouds,1.0166666666666666,73.202,0.00559,0.201,0.0362,F,4,0.982,0.977,1,['Ambient']
108,1254,8,6ABdwd3nGKveejHb4cJKWn,Celer,Swarms of Orange,Nacreous Clouds,1.3666666666666667,67.728,0.00025,0.149,0.0376,B,4,0.924,0.904,1,['Ambient']
109,1291,9,4TzRD8VjFyDDqCo5UKMXRT,Celer,The Divine is not Invisible,Nacreous Clouds,1.8166666666666669,116.623,0.0782,0.171,0.0235,D#,4,0.991,0.956,1,['Ambient']
110,1328,10,3gbxjWniSs65efM1Cd8xyQ,Celer,Passing Hills and Still Windmills,Nacreous Clouds,1.1666666666666667,74.416,0.00273,0.0801,0.0421,F,4,0.795,0.957,1,['Ambient']
111,1365,11,0732UX86RArpsI33whyj68,Celer,Petrified Forest,Nacreous Clouds,3.566666666666667,68.29,0.0283,0.179,0.0257,A#,4,0.993,0.859,1,['Ambient']
112,1402,12,0j8fpSzS1r2x3MrXzOFdat,Celer,Ice Deserts over Ross Island,Nacreous Clouds,3.3833333333333333,81.66,0.0413,0.0778,0.0298,C#,4,3.2e-05,0.938,1,['Ambient']
113,1439,13,6U1kpwNO00br1GaM71DupF,Celer,Scratch the Chest of Your Voices,Nacreous Clouds,1.0333333333333334,135.434,0.0412,0.152,0.0319,D,4,0.796,0.92,1,['Ambient']
114,1476,14,540tx7wyeCe5bGuQ83ADSH,Celer,Blind Darsan,Nacreous Clouds,0.8333333333333334,75.035,0.0188,0.176,0.0321,C,3,0.993,0.932,1,['Ambient']
115,1513,15,4S7Po1PQULQ7UIbAwlROeM,Celer,Missed Language,Nacreous Clouds,1.0,66.065,0.00339,0.233,0.0249,D,4,0.996,0.91,0,['Ambient']
116,1550,16,0fjJB7DDsIMlH0E8XMfAlq,Celer,Late Calms,Nacreous Clouds,1.2166666666666666,87.393,0.0057,0.177,0.0271,G,4,0.987,0.953,1,['Ambient']
117,1587,17,4TC6TXlb0fgEuf2RJmN1JB,Celer,"“To Be Holy, Be Wholly Your Own”",Nacreous Clouds,3.3,73.229,0.0315,0.212,0.0173,C#,4,0.982,0.946,1,['Ambient']
118,1624,18,1tC9sVks3UKuY8Jhfgqult,Celer,Hyperopia,Nacreous Clouds,3.9166666666666665,69.141,0.198,0.192,0.0251,C#,4,0.0742,0.976,1,['Ambient']
119,1661,19,4iv8Z6h3dnzw7qEgByPfGr,Celer,Right to Left,Nacreous Clouds,1.4166666666666667,71.452,0.225,0.188,0.032,C,4,0.487,0.962,1,['Ambient']
120,1698,20,1WJnqv0owJ6Go6XnXjI2Y5,Celer,A Minor Echolocation,Nacreous Clouds,2.533333333333333,134.266,0.000666,0.168,0.0285,D,4,0.981,1.0,1,['Ambient']
121,1735,21,7I8gtkCY8OfCXjqhLgkILS,Celer,We Were Blond First,Nacreous Clouds,1.6166666666666667,67.833,0.105,0.257,0.0373,D#,4,0.893,0.952,1,['Ambient']
122,1772,22,5CAhzUvKyAd7pNU0Zek9Us,Celer,The Stars are only Smears,Nacreous Clouds,1.9333333333333331,122.943,0.135,0.219,0.0224,F,4,0.976,0.892,1,['Ambient']
123,1809,23,2sJRCp01VgbiCbnnNeAHzW,Celer,Orionne,Nacreous Clouds,1.2666666666666666,76.957,0.0007,0.146,0.114,D,4,0.785,0.966,1,['Ambient']
124,1846,24,2FuwnFkVIwkEpdVfDgTZNp,Celer,5:59 AM,Nacreous Clouds,2.4166666666666665,67.719,0.0307,0.167,0.0311,D#,4,0.982,0.899,1,['Ambient']
125,1883,25,7d13oIHC4y7lMsFc8F63Do,Celer,Ends Meet,Nacreous Clouds,1.9666666666666663,139.726,0.0295,0.152,0.0308,C,4,0.872,0.963,1,['Ambient']
126,1920,26,4TuwZ2cd1XuQFZtibRTMMr,Celer,Mass Clouds,Nacreous Clouds,3.55,70.245,0.016,0.195,0.0307,D,4,0.93,0.97,1,['Ambient']
127,1957,27,0xqPmtYfmSk2GgmL7fl1lj,Celer,Till the Clouds Roll By,Nacreous Clouds,0.1333333333333333,0.0,0.438,0.0,0.0,C#,0,0.542,3.67e-05,1,['Ambient']
128,1994,28,34DIklRiKWwnmhwxehblKK,Celer,Apricot Sunrise,Nacreous Clouds,1.8333333333333333,139.812,0.0219,0.174,0.0274,A,3,0.97,0.789,0,['Ambient']
129,2031,29,6DuoVPVIAKiZVJ1TcYyWXe,Celer,Echelons,Nacreous Clouds,2.433333333333333,114.352,0.0462,0.208,0.0227,D#,1,0.991,0.985,1,['Ambient']
130,2068,30,7zxL6eKHN72GM3Z08X2rf9,Anenon,Open,Tongue,3.308333333333333,60.289,0.303,0.176,0.0777,G,3,0.954,0.15,0,
131,2069,31,3pHck24CChlWo2443GaOS3,Anenon,Two For C,Tongue,5.275,179.806,0.472,0.201,0.205,A#,3,0.957,0.953,1,
132,2070,32,1vgG9p7WamDZSpK3489Pzt,Anenon,Mansana,Tongue,8.233333333333333,99.131,0.168,0.161,0.038,D,4,0.977,0.936,0,
133,2071,33,6MGU2F182leCZ28uHtzY40,Anenon,Contra,Tongue,1.53125,125.523,0.281,0.411,0.135,C,4,0.952,0.925,0,
134,2072,34,1d6azm9hJ1pjEkCb1N7YQC,Anenon,Verso,Tongue,4.952066666666667,136.548,0.452,0.488,0.156,D#,4,0.947,0.951,1,
135,2073,35,54nVOodAjzOq8Z4or4OnRn,Anenon,Campana,Tongue,2.625,137.751,0.136,0.225,0.0431,C,3,0.847,0.0861,1,
136,2074,36,3wCIATEnczNq4FHkZvvYb6,Anenon,Pure,Tongue,3.933333333333333,109.966,0.534,0.28,0.285,G,3,0.26,0.889,0,
137,2075,37,5vJKRQ86yekhs7FSl3vbaE,Anenon,Tongue,Tongue,5.0625,179.493,0.651,0.47,0.313,F,4,0.708,0.894,0,
138,2076,38,6kQYXkCqyZ3CPiBpKxtHNv,Anenon,Sardinia,Tongue,3.3354666666666666,67.557,0.163,0.185,0.0347,D#,4,0.942,0.964,1,
139,2077,39,35NyjYJFaJxqbUF2y0jWl1,Aphex Twin,#1,Selected Ambient Works Volume II,7.463333333333333,102.884,0.0327,0.619,0.0785,A#,4,0.995,0.712,0,"['Ambient', 'Experimental']"
140,2101,40,0o3pBoCxCCVF6ungXlgVyL,Aphex Twin,#2,Selected Ambient Works Volume II,6.570666666666667,80.156,0.0562,0.352,0.15,B,5,0.994,0.894,1,"['Ambient', 'Experimental']"
141,2125,41,2Bc4llhjJBW77I552RgA3L,Aphex Twin,#3,Selected Ambient Works Volume II,7.738216666666666,143.315,0.071,0.167,0.0613,F#,5,0.911,0.855,0,"['Ambient', 'Experimental']"
142,2149,42,0FxUnU4EjDoDGRiFuVjyBH,Aphex Twin,#4,Selected Ambient Works Volume II,4.6611,121.671,0.236,0.172,0.0309,A,4,0.96,0.98,1,"['Ambient', 'Experimental']"
