,track_id,artist,track,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instrumentalness,mode,styles,cluster
206,25teNOu3NtSvbsLG9VhQMC,Priori,Afterburn,On A Nimbus,6.93,135,0.506,0.604,0.0834,C#,4,0.115,0.9,1,"['IDM', 'Techno', 'House', 'Jungle', 'Ambient']",rápidas
207,2QWohzWhyL4oYHHq7HZIfq,Priori,4see,On A Nimbus,4.57,126,0.959,0.802,0.81,B,4,0.131,0.932,0,"['IDM', 'Techno', 'House', 'Jungle', 'Ambient']",medias
208,0Z18kAN2S2IHFmJpAW7lIT,Priori,Eh-Poh-Ne,On A Nimbus,5.01,115,0.705,0.737,0.633,C#,4,0.0165,0.873,1,"['IDM', 'Techno', 'House', 'Jungle', 'Ambient']",rápidas
209,4OwojvrYF0bem78Pe9Xp0d,Priori,Ani Ma,On A Nimbus,4.46,138,0.667,0.714,0.962,A#,4,0.0553,0.849,0,"['IDM', 'Techno', 'House', 'Jungle', 'Ambient']",rápidas
210,0zKvWsZYll1fcjqnnc7Gvb,Aloka,K1,K1 / K2,3.62,136,0.693,0.651,0.125,B,4,0.00576,0.874,0,['Drum n Bass'],rápidas
211,616pK3dZkvXqFOmFz7xgJY,Aloka,K2,K1 / K2,3.82,130,0.992,0.763,0.172,B,4,0.00842,0.884,1,['Drum n Bass'],medias
212,6AkLVSw6bfd1qulKjVZ8A6,Perko,Intro,The City Rings,0.59,190,0.862,0.0951,0.0388,D,4,0.924,0.974,0,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",medias
213,3w2HposkRncXo5Ip7IVj6U,Perko,Stutter,The City Rings,4.19,146,0.632,0.7,0.389,B,4,0.136,0.779,1,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",rápidas
214,6pCms8khEiqrjnWME9UaWt,Perko,Grounds,The City Rings,1.98,130,0.111,0.164,0.121,C#,5,0.968,0.977,0,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",lentas
215,3C7liMzscXECjFP5zAvUpc,Perko,Luna,The City Rings,1.61,110,0.117,0.3,0.235,A,3,0.953,0.953,1,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",lentas
216,5mSjGlWu7HfHqIyunVpL6a,Perko,The Reason,The City Rings,4.28,165,0.945,0.663,0.535,A#,4,0.0182,0.92,0,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",medias
217,1QSdI3sSXXVVaY1OuHeTnN,Perko,Pippin (Version),The City Rings,4.03,184,0.171,0.131,0.034,B,5,0.837,0.533,0,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",medias
218,36Rlx27Q8i9a51YdZqy3Yb,Perko,Pippin,The City Rings,3.87,76,0.667,0.604,0.096,A#,4,0.00638,0.847,0,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",medias
219,7ozykIVS8NkqHwhBSEXBok,Perko,Outro,The City Rings,1.08,107,0.883,0.193,0.0195,G,4,0.737,0.902,1,"['Experimental', 'Dubstep', 'Electro', 'Drum n Bass', 'Breaks']",medias
220,7sYMvYKyP6Gc9SAZNZW1UO,Simo Cell,Short Leg,YES.DJ,6.08,102,0.56,0.566,0.0379,G,4,0.00209,0.911,1,"['Techno', 'Electro', 'Breaks', 'Dubstep']",rápidas
221,65aKIK2GRSTlDSH4ieN965,Simo Cell,Farts,YES.DJ,2.3,142,0.447,0.832,0.174,C#,4,0.00369,0.687,1,"['Techno', 'Electro', 'Breaks', 'Dubstep']",medias
222,4eVvdiBVL7Yn6AELM891ro,Simo Cell,Yes.DJ,YES.DJ,4.89,150,0.611,0.678,0.458,C#,4,2.05e-05,0.858,0,"['Techno', 'Electro', 'Breaks', 'Dubstep']",rápidas
223,7oL8yDVzpJVUd2LozdvQHU,Simo Cell,Whispers,YES.DJ,4.28,137,0.63,0.768,0.319,C#,4,0.000114,0.927,1,"['Techno', 'Electro', 'Breaks', 'Dubstep']",rápidas
224,1ekCDVsebFQrwbGeW384OC,Simo Cell,Cegetel,YES.DJ,5.91,133,0.756,0.791,0.0785,B,4,0.0136,0.919,0,"['Techno', 'Electro', 'Breaks', 'Dubstep']",rápidas
225,50CcEcakEYAFaPlNY57Ku2,Simo Cell,Not All It's Cracked up to Be,YES.DJ,6.75,102,0.449,0.675,0.0502,C#,4,0.00488,0.579,1,"['Techno', 'Electro', 'Breaks', 'Dubstep']",medias
226,3jWZXDktZVgDelnDJx9DtO,Forest Drive West,Creation Dub,Parallel Space EP,5.88,186,0.699,0.67,0.704,E,4,0.338,0.822,1,['Dub Techno'],medias
227,5fnHLgiqw35Dn1oRuaLDBU,Forest Drive West,Drift,Parallel Space EP,6.45,121,0.578,0.419,0.199,E,4,0.262,0.935,0,['Dub Techno'],rápidas
228,4LEL7awuDP5GIZ8QrRhu3Z,Forest Drive West,Parallel Space,Parallel Space EP,6.7,126,0.676,0.562,0.152,E,4,0.0841,0.81,0,['Dub Techno'],rápidas
229,1jcELDwu4BADKjLljG05vz,Forest Drive West,Parallel Space - Conforce Remix,Parallel Space EP,8.3,133,0.647,0.469,0.149,B,4,0.0277,0.846,0,['Dub Techno'],rápidas
230,2WfQ9EaXnxrXVpMT07Z6Ny,Gigi Masin,Calypso,Calypso,5.9,120,0.576,0.518,0.612,C,4,0.893,0.979,1,['Calypso'],rápidas
231,1mba8QsgxhCPkVYqlEmT5D,Gigi Masin,Bellamore,Calypso,4.48,77,0.442,0.482,0.528,B,4,0.562,0.935,1,['Calypso'],medias
232,0sDRovI2A0H8XSkBfFeB3g,Gigi Masin,Nefertiti,Calypso,6.18,72,0.29,0.105,0.276,C,3,0.39,0.938,0,['Calypso'],lentas
233,0zX88bvWr5N9yXmHpsylhB,Gigi Masin,If,Calypso,4.47,65,0.19,0.0699,0.229,A,3,0.0188,0.502,0,['Calypso'],lentas
234,4IvgcA6irm87kEQnuZQPrn,Gigi Masin,Anemone,Calypso,4.07,160,0.378,0.424,0.263,F#,4,0.53,0.945,0,['Calypso'],medias
235,6q3eZzHB6oqh1IHRHjaZQ6,Gigi Masin,Khalifa Golf Club,Calypso,6.19,90,0.29,0.522,0.838,G#,4,0.873,0.957,0,['Calypso'],medias
236,5MyLAPTCbg5H7VxW99qTq4,Gigi Masin,Mayo Slide,Calypso,4.46,174,0.321,0.611,0.348,A,4,0.781,0.922,0,['Calypso'],medias
237,3R6fle7yOMueQZGgCJwSRw,Gigi Masin,Susan Maybe,Calypso,7.73,81,0.29,0.253,0.364,A,4,0.65,0.791,0,['Calypso'],lentas
238,06vUpg7SL5QxqjAnG6oaBi,Gigi Masin,Amaranta,Calypso,4.13,77,0.279,0.23,0.172,A,4,0.981,0.876,0,['Calypso'],lentas
239,7vDdXvLzn0ogNQMxfdxboQ,Gigi Masin,Coraline,Calypso,5.68,83,0.546,0.444,0.55,A#,4,0.855,0.724,1,['Calypso'],medias
240,4GDjGs6s64cIpF4bbtp8Kv,Gigi Masin,How to Disappear in a Kiss,Calypso,7.02,120,0.556,0.32,0.4,C#,4,0.647,0.964,1,['Calypso'],medias
241,6J6x5zTSinuRGnd2owbC0c,Gigi Masin,Cry Winds or Flames,Calypso,4.22,110,0.248,0.162,0.0696,B,3,0.925,0.911,0,['Calypso'],lentas
242,0pzl0Q9EepcmwhHg6UIeAK,Gigi Masin,Enter Venus,Calypso,4.33,154,0.657,0.573,0.912,G,4,0.061,0.796,1,['Calypso'],rápidas
243,2PA7rbuu4IDAbFAofjBI9W,Gigi Masin,On Demons and Diamonds,Calypso,7.12,134,0.165,0.269,0.0341,B,5,0.826,0.639,1,['Calypso'],lentas
244,4sWjRUO2SkdnusQQOZYcjo,Gigi Masin,The Water Sibyl,Calypso,7.67,116,0.469,0.582,0.326,A#,4,0.823,0.857,1,['Calypso'],rápidas
245,755WrjmPf8yE0unL67dsI6,Gigi Masin,Your Name Is My Infinite,Calypso,3.03,82,0.245,0.291,0.394,G#,5,0.868,0.869,1,['Calypso'],lentas
246,0hATWrfH3nF73WjsgbLe2N,Leif,Igam-Ogam,Igam-Ogam EP,5.64,126,0.783,0.634,0.802,C,4,0.117,0.859,1,"['Ambient', 'House']",rápidas
247,5enngFJXRim7Ms7TgDBcGN,Leif,First Image,Igam-Ogam EP,6.05,136,0.839,0.765,0.963,G,4,0.386,0.858,1,"['Ambient', 'House']",rápidas
248,5Z7Mb4OLhFY2RqbjyzHcpo,Leif,Seeker,Igam-Ogam EP,5.62,110,0.988,0.792,0.0421,G,3,0.289,0.875,1,"['Ambient', 'House']",medias
249,7IoTJTq8jD0xqwkIP6KZmB,Overmono,iii's Front,Whities 019,6.51,133,0.975,0.743,0.258,D,4,0.109,0.874,1,"['Techno', 'Drum n Bass']",medias
250,1UgSaXRBhEY8EsCbXcnfSS,Overmono,Quadraluv,Whities 019,6.95,136,0.618,0.669,0.2,C,4,0.832,0.892,1,"['Techno', 'Drum n Bass']",rápidas
251,4Nuc32bQfRt02C2xHTeURz,Overmono,Yell0W_Tail,Whities 019,4.76,130,0.693,0.765,0.47,D,4,0.0203,0.83,1,"['Techno', 'Drum n Bass']",rápidas
252,2C9FXEmMRN1sq3O7OaJrk5,Al Wootton,Ender,Snake Dance EP,4.65,89,0.862,0.471,0.471,A#,4,0.00226,0.922,0,"['Techno', 'UK Garage', 'Dub']",medias
253,3gRheTN801fP6lUGEP6wYS,Al Wootton,Revin,Snake Dance EP,6.2,130,0.883,0.736,0.6,D,4,0.00119,0.889,1,"['Techno', 'UK Garage', 'Dub']",rápidas
254,40LSoo0IxSs9Qq1w561iCW,Al Wootton,Snake Dance,Snake Dance EP,6.1,89,0.785,0.423,0.333,C#,3,0.000297,0.92,0,"['Techno', 'UK Garage', 'Dub']",medias
255,0A7LVo7FE5YkLwPv1k0vj5,Al Wootton,Lerzin,Snake Dance EP,4.96,135,0.95,0.788,0.517,C#,4,0.0014,0.89,1,"['Techno', 'UK Garage', 'Dub']",medias
256,7t3oFwCRo1945kEinn68mm,Al Wootton,Come Close,Witness,3.3,158,0.853,0.739,0.965,E,4,0.0139,0.49,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",medias
257,3wIKETB1sJxUTC9aizEgMg,Al Wootton,Witness,Witness,5.73,140,0.68,0.735,0.166,G,4,0.0519,0.905,1,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
258,1XFBemxARiSOUFOEbiVtq0,Al Wootton,Gloamer,Witness,5.6,140,0.738,0.714,0.273,A,4,0.133,0.876,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
259,3jPFImxA4Hrh5NgpQjPgFC,Al Wootton,Over,Witness,4.87,135,0.615,0.704,0.551,E,4,0.0375,0.88,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
260,1JawERoM846pJC7VlVNAh0,Al Wootton,Sema,Witness,3.57,165,0.668,0.584,0.365,A,4,0.562,0.901,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
261,0NHc8wNr1mxYOlLk9g12qe,Al Wootton,A Clean Heart,Witness,3.87,126,0.715,0.78,0.255,E,4,0.00532,0.784,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
262,2X1O4n8I87l9ytaywwkpOh,Al Wootton,Starlite Xpress,Witness,4.97,135,0.73,0.67,0.173,A,4,0.0372,0.864,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
263,7F9HPXwds5Mk2TYExxnpCM,Al Wootton,Cephas,Witness,5.69,135,0.712,0.612,0.0531,A,4,0.00214,0.926,0,"['Dance-pop', 'Synth-pop', 'House', 'Trap', 'Minimal', 'Pop Rap']",rápidas
264,0lEWGkoTpIJPbxXf2jcjx1,Otik,Wetlands,Wetlands,6.29,128,0.915,0.643,0.62,B,4,0.000798,0.95,0,['Techno'],rápidas
265,70YuynVbT0IFUGIiWPM4df,Otik,Clairvoyant,Wetlands,7.99,128,0.915,0.484,0.0794,C,4,0.0751,0.372,1,['Techno'],medias
266,29ZRHauhLZ92P8qhbCMXuq,Otik,Gravel,Wetlands,5.67,124,0.847,0.728,0.0288,G,4,2.04e-05,0.937,1,['Techno'],rápidas
267,35pintxpATZWAa1Vk8eJhD,Otik,Whole Wide Worlds,Wetlands,6.83,128,0.98,0.431,0.245,C,4,0.000744,0.926,1,['Techno'],medias
268,0l6acwkMvrn2mitwpLEXhs,Joy Orbison,Burn,Slipping,5.52,133,0.621,0.626,0.394,G,4,0.0391,0.779,1,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",rápidas
269,73cUHonxziHGHcflZ5Ub5z,Joy Orbison,Under,Slipping,3.1,69,0.4,0.479,0.688,B,3,0.491,0.0941,0,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",medias
270,6t4sGge1hiSMRiXXqMQ53u,Joy Orbison,w Dad,Slipping,1.87,105,0.356,0.38,0.122,G#,1,0.814,0.336,1,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",medias
271,4GeZbQOxAcWuwrvFIC546u,Joy Orbison,Breathe In,Slipping,5.16,171,0.495,0.666,0.336,C,4,0.0071,0.141,1,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",medias
272,58a0PL8JFoyLpGB4yZhwZd,Joy Orbison,Walworth Waltz,Slipping,3.28,125,0.665,0.623,0.485,F#,4,0.799,0.000425,1,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",rápidas
273,7wmcHEZoSUJcUv8ANVjYyK,Joy Orbison,Yl She's Away,Slipping,5.77,135,0.441,0.721,0.124,F,4,0.201,0.749,0,"['House', 'Bass Music', 'UK Garage', 'Downtempo']",rápidas
274,7FIIj97V1a3kA24hwDsgIv,Daniel Avery,First Light,Song for Alpha,1.64,88,0.0332,0.126,0.0319,F,4,0.996,0.87,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",lentas
275,5fbsszPEEpIyyAF6IfjqBA,Daniel Avery,Stereo L,Song for Alpha,5.66,97,0.615,0.264,0.457,G,4,0.157,0.0395,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
276,6z7yr9JIHvshiimiRgyG0k,Daniel Avery,Projector,Song for Alpha,5.24,154,0.717,0.301,0.117,A,5,0.0724,0.857,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
277,5Ob5cquD1xVh6JiHj1fKVH,Daniel Avery,TBW17,Song for Alpha,1.15,74,0.252,0.299,0.0565,C,4,0.98,0.83,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
278,0KehLcacJhme8Oh5VkQWJN,Daniel Avery,Sensation,Song for Alpha,7.55,124,0.636,0.608,0.143,A#,4,0.0156,0.717,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",rápidas
279,5A787n0TcaM3rwx3aHkPIN,Daniel Avery,Citizen // Nowhere,Song for Alpha,3.62,110,0.847,0.563,0.59,C#,4,0.123,0.957,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
280,1WZE4QdOfxtx1pIbZGbDqN,Daniel Avery,Clear,Song for Alpha,5.56,123,0.939,0.335,0.0463,C#,4,0.00146,0.872,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
281,4GAchWZeoDCOAQnrvANpl9,Daniel Avery,Diminuendo,Song for Alpha,7.01,125,0.825,0.578,0.0858,E,4,0.000433,0.89,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']",rápidas
282,3eo7EWBXEcqCSxcTl0su85,Daniel Avery,Days From Now,Song for Alpha,2.75,180,0.0138,0.371,0.0373,D,5,0.989,0.962,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
283,6o99gibSL6MSRuaT4IXmt0,Daniel Avery,Embers,Song for Alpha,1.92,76,0.381,0.21,0.0454,C#,3,0.994,0.957,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
284,2AfaQgYVIQaI4DrwlEs9Yl,Daniel Avery,Slow Fade,Song for Alpha,5.54,93,0.687,0.411,0.139,A,4,0.00286,0.898,0,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
285,50H0kB9AhvK6bkIpKVudhj,Daniel Avery,Glitter,Song for Alpha,6.7,115,0.472,0.585,0.0758,C#,4,0.0171,0.00536,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",rápidas
286,0jXUSDtZMu0aR5XeXK49Zt,Daniel Avery,Endnote,Song for Alpha,0.14,0,0.0264,0.0,0.0,D,0,0.97,0.998,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",medias
287,73MA3jr3apEfNWt1iUob1W,Daniel Avery,Quick Eternity,Song for Alpha,8.6,126,0.637,0.464,0.107,B,4,0.805,0.89,1,"['Acid', 'Acid House', 'Tech House', 'Ambient']",rápidas
288,7o5RdK16mSz3dT1ZuK33Zc,Perko,Sky Host,NV Auto,2.52,218,0.381,0.45,0.151,G#,3,0.987,0.926,0,"['Ambient', 'Breakbeat', 'Techno']",medias
289,7Ac58wqJHP7YeSvmlaLpaw,Perko,Rounded,NV Auto,5.73,138,0.789,0.63,0.766,B,4,0.0699,0.821,0,"['Ambient', 'Breakbeat', 'Techno']",rápidas
290,0OzzvBTsKxMk1E3zQUh4kK,Perko,What Otters,NV Auto,5.0,130,0.749,0.863,0.686,F,4,0.336,0.932,0,"['Ambient', 'Breakbeat', 'Techno']",medias
291,5Tz6zFRAfu6602N9A3nN63,Perko,Grace,NV Auto,5.14,128,0.839,0.523,0.139,C#,4,0.849,0.948,1,"['Ambient', 'Breakbeat', 'Techno']",medias
292,7AukYT8M26yWwyc5CWEFqa,Perko,Songbirds,NV Auto,6.86,144,0.846,0.73,0.168,E,4,0.00168,0.902,1,"['Ambient', 'Breakbeat', 'Techno']",rápidas
293,0XLCACphA7XwJzIVs11u1R,Perko,Polly,NV Auto,3.13,133,0.147,0.194,0.128,C#,4,0.908,0.848,1,"['Ambient', 'Breakbeat', 'Techno']",lentas
294,7v5rkoVS3eRh4qEH72mjo3,Perko,Water Memory,NV Auto,3.8,115,0.195,0.524,0.382,C#,4,0.989,0.925,0,"['Ambient', 'Breakbeat', 'Techno']",medias
