,n_track,set_section,artist,track,set_name,song_id,album,duration,tempo,energy,danceability,valence,key,time_signature,acousticness,instruentalness,mode,na
343,1,2,Lando Kal, Rhythm Sektion ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",4YQHT1nkAh6rrebMYyjJgC,Rhythm Sektion,5.877266666666666,124.998,0.776,0.717,0.454,6,4,0.00197,0.0848,0,False
344,2,2,Addison Groove, Ass Jazz ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",5VoK0PhXa5dE2w9QERQT7s,Transistor Rhythm,4.4843166666666665,122.998,0.503,0.794,0.051,5,4,0.00808,0.92,1,False
345,3,2,Joy O & Boddika, Mercy ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",69WTFVh5FGpQGTXtNmCVli,in defense of my own happiness (the beginnings),3.6148833333333332,90.225,0.526,0.621,0.187,0,4,0.168,0.000891,1,False
346,4,2,Untold, Luminous ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",5bj8PmZ8qQ1qpljnpXHL1Q,Change in a Dynamic Environment,7.774116666666667,124.998,0.671,0.461,0.203,2,4,0.000296,0.839,1,False
349,7,2,Untold, Motion the Dance ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",6HkI3mSgU6zC0KAcOap2zn,Change in a Dynamic Environment,6.98545,125.016,0.606,0.689,0.0999,11,4,8e-05,0.892,0,False
350,8,2,Sendai, Following the Constant ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",6IdXr1q0WNs4SQyTI80pX2,Geotope,8.001616666666667,125.033,0.433,0.569,0.313,8,4,0.000409,0.846,1,False
351,1,2,X,101 ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",0z8AAmfWdDW5usHfZ3BbvV,1017,2.8656166666666665,138.0,0.411,0.792,0.0793,0,4,0.608,0,1,False
352,2,2,F.C. Judd, Suspended Motion ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",1PRK1UyfwvMRKrHpQNU96p,Electronics Without Tears,3.249433333333333,65.954,0.478,0.229,0.102,11,3,0.622,0.878,0,False
353,3,2,Gesloten Cirkel, Yamagic ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",7ndbl7gYsOUt20lFk8gnSg,Moustache Techno Series 001,6.3255,123.981,0.572,0.769,0.307,7,4,0.00637,0.895,1,False
354,4,2,Chris Carrier, Kudzu ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",200j8UVjb1m6UTyRhfIysJ,Sound Carrier 04,6.908216666666666,125.986,0.845,0.802,0.27,7,4,0.000473,0.943,1,False
355,5,2,Marcel Dettmann, Landscape  ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",3FSPaDQGQDEsL9FF2sEChz,Landscape,6.098416666666667,126.021,0.74,0.716,0.0506,6,4,0.0113,0.893,0,False
357,7,2,Bad Cop Bad Cop, Cherry Tea ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",0Rk9A6y89H1dJJm96FzpgQ,Bad Reputation EP,6.618166666666666,130.013,0.603,0.679,0.416,10,4,0.00322,0.716,0,False
358,8,2,Surgeon, First ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",5BP3KAHtNGcuy8QZFpveh1,Basictonalvocabulary,4.726,137.696,0.892,0.703,0.287,10,4,0.244,0.787,0,False
359,9,2,DJ Vague, Porsche Trax ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",4WV2ypklhsgrObDhfSjLLq,Porsche Trax,7.044866666666667,136.997,0.657,0.684,0.0577,7,4,3.64e-05,0.845,1,False
360,10,2,Clatterbox, Rosetta Complex ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",5gKhCEEUDdnH0CTeWLI6jh,Storm Drain,4.764516666666666,130.002,0.954,0.716,0.42,6,4,0.0693,0.708,1,False
362,12,2,Marco Bernardi, Preacher Teacher ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",5WbLyzRZtooAleEFQKwsJ4,We Bring More Drama,6.626666666666667,134.017,0.96,0.79,0.473,5,4,0.115,0.335,1,False
363,13,2,Underground Resistance, Base Camp Alpha 808 ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",4Wm1dh2bpdKGkr5VfJmFdx,Get Lost VI mixed by Totally Enormous Extinct Dinosaurs,6.031766666666667,126.986,0.758,0.804,0.143,6,4,0.0327,0.911,0,False
364,14,2,DJ Assault, Backwards In Time  ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",1yShGwv5bHUdiRIqqQAt0S,All Over The Place (LP),4.41775,131.995,0.706,0.795,0.758,2,4,4.63e-05,0.861,1,False
366,16,2,DVS1, Break Away ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",1zGGH6DQDHxQzN2ZOzuC1h,Klockworks 08,5.637983333333334,135.003,0.69,0.799,0.506,5,4,0.00105,0.716,0,False
367,17,2,MMM, MMM Meets Tshetsha Boys ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",3cnDUZXt0mqpsHulp03aTC,Shangaan Shake,7.11755,136.086,0.576,0.791,0.73,10,4,7.59e-05,0.831,0,False
368,18,2,Jose Pouj, Meta ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",3OhAxSt5XYjLKI6GoHzXaY,Meta,5.923783333333334,134.988,0.945,0.749,0.417,2,4,0.0106,0.843,1,False
369,19,2,Artist One, Black Sun 1  ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",13diedHQFCpKl5mafM0nb3,Chill Down Vol. 1,6.968183333333333,89.996,0.359,0.755,0.572,1,4,0.0426,0.85,0,False
371,21,2,Actress, Rainy Dub ,"2012-03 - Rob Booth, Objekt - Electronic Explorations 190",18mUOv5vbaJXoh6nWKmpLX,Rainy Dub,8.698683333333333,125.042,0.723,0.88,0.879,11,4,0.162,0.909,0,False
